Tract,Average,nVoxels
ACR-L,0.441556,1569
ACR-R,0.395158,1560
ALIC-L,0.501112,719
ALIC-R,0.512843,791
AverageFA,0.374712,117131
BCC,0.548157,3173
CGC,0.489973,594
CGC-L,0.491215,307
CGC-R,0.488645,287
CR,0.447195,7344
CR-L,0.461785,3608
CR-R,0.433105,3736
CST,0.487702,642
CST-L,0.493019,332
CST-R,0.482008,310
EC,0.3975,2896
EC-L,0.405579,1445
EC-R,0.389454,1451
FX,0.298008,222
GCC,0.600562,1834
IC,0.564535,4781
IC-L,0.567599,2328
IC-R,0.561627,2453
IFO,0.435151,88
IFO-L,0.423826,40
IFO-R,0.444589,48
PCR-L,0.46514,677
PCR-R,0.457665,760
PLIC-L,0.618821,883
PLIC-R,0.610529,892
PTR,0.490489,1987
PTR-L,0.515207,978
PTR-R,0.46653,1009
RLIC-L,0.571146,726
RLIC-R,0.555091,770
SCC,0.652652,2311
SCR-L,0.48342,1362
SCR-R,0.461728,1416
SFO,0.446361,193
SFO-L,0.42362,95
SFO-R,0.468406,98
SLF,0.4596,3503
SLF-L,0.4651,1733
SLF-R,0.454215,1770
SS,0.508772,1294
SS-L,0.509432,648
SS-R,0.50811,646
UNC-L,0.48674,51
UNC-R,0.455117,74
