Tract,Average,nVoxels
ACR-L,0.442944,1569
ACR-R,0.461398,1560
ALIC-L,0.549552,719
ALIC-R,0.514991,791
AverageFA,0.39998,117106
BCC,0.600428,3173
CGC,0.538133,594
CGC-L,0.569433,307
CGC-R,0.504651,287
CR,0.444251,7344
CR-L,0.450605,3608
CR-R,0.438115,3736
CST,0.501265,642
CST-L,0.513257,332
CST-R,0.488422,310
EC,0.40988,2896
EC-L,0.41483,1445
EC-R,0.404951,1451
FX,0.38532,222
GCC,0.687751,1834
IC,0.572483,4781
IC-L,0.591012,2328
IC-R,0.554898,2453
IFO,0.455099,88
IFO-L,0.443434,40
IFO-R,0.46482,48
PCR-L,0.41183,677
PCR-R,0.415721,760
PLIC-L,0.657685,883
PLIC-R,0.635731,892
PTR,0.500857,1987
PTR-L,0.494229,978
PTR-R,0.507281,1009
RLIC-L,0.550981,726
RLIC-R,0.502253,770
SCC,0.709849,2311
SCR-L,0.478705,1362
SCR-R,0.424483,1416
SFO,0.449386,193
SFO-L,0.467348,95
SFO-R,0.431973,98
SLF,0.462291,3503
SLF-L,0.493296,1733
SLF-R,0.431934,1770
SS,0.487508,1294
SS-L,0.494521,648
SS-R,0.480473,646
UNC-L,0.50476,51
UNC-R,0.525868,74
