Tract,Average,nVoxels
ACR-L,0.451456,1569
ACR-R,0.464953,1560
ALIC-L,0.513466,719
ALIC-R,0.544968,791
AverageFA,0.404386,117130
BCC,0.631677,3173
CGC,0.527619,594
CGC-L,0.526904,307
CGC-R,0.528383,287
CR,0.467835,7344
CR-L,0.462143,3608
CR-R,0.473332,3736
CST,0.597004,642
CST-L,0.595468,332
CST-R,0.598648,310
EC,0.398975,2896
EC-L,0.399469,1445
EC-R,0.398484,1451
FX,0.331949,222
GCC,0.697117,1834
IC,0.58177,4781
IC-L,0.57395,2328
IC-R,0.589191,2453
IFO,0.504385,88
IFO-L,0.527035,40
IFO-R,0.48551,48
PCR-L,0.464095,677
PCR-R,0.494025,760
PLIC-L,0.627776,883
PLIC-R,0.643198,892
PTR,0.537462,1987
PTR-L,0.527135,978
PTR-R,0.547471,1009
RLIC-L,0.568386,726
RLIC-R,0.572055,770
SCC,0.717136,2311
SCR-L,0.473484,1362
SCR-R,0.471456,1416
SFO,0.447909,193
SFO-L,0.42075,95
SFO-R,0.474236,98
SLF,0.480103,3503
SLF-L,0.469531,1733
SLF-R,0.490454,1770
SS,0.495597,1294
SS-L,0.50333,648
SS-R,0.48784,646
UNC-L,0.570105,51
UNC-R,0.601296,74
