Tract,Average,nVoxels
ACR-L,0.408532,1569
ACR-R,0.440461,1560
ALIC-L,0.509361,719
ALIC-R,0.531163,791
AverageFA,0.39627,117134
BCC,0.641497,3173
CGC,0.508349,594
CGC-L,0.527025,307
CGC-R,0.488371,287
CR,0.460966,7344
CR-L,0.456968,3608
CR-R,0.464826,3736
CST,0.533341,642
CST-L,0.531068,332
CST-R,0.535776,310
EC,0.389271,2896
EC-L,0.388424,1445
EC-R,0.390115,1451
FX,0.386859,222
GCC,0.674306,1834
IC,0.579616,4781
IC-L,0.583278,2328
IC-R,0.576141,2453
IFO,0.44516,88
IFO-L,0.425528,40
IFO-R,0.46152,48
PCR-L,0.47071,677
PCR-R,0.451504,760
PLIC-L,0.663143,883
PLIC-R,0.674297,892
PTR,0.536445,1987
PTR-L,0.543024,978
PTR-R,0.530068,1009
RLIC-L,0.559347,726
RLIC-R,0.508638,770
SCC,0.726501,2311
SCR-L,0.505934,1362
SCR-R,0.49882,1416
SFO,0.459105,193
SFO-L,0.451741,95
SFO-R,0.466243,98
SLF,0.452894,3503
SLF-L,0.460096,1733
SLF-R,0.445843,1770
SS,0.472801,1294
SS-L,0.486838,648
SS-R,0.458721,646
UNC-L,0.595849,51
UNC-R,0.579499,74
