Tract,Average,nVoxels
ACR-L,0.446034,1569
ACR-R,0.450805,1560
ALIC-L,0.548971,719
ALIC-R,0.562346,791
AverageFA,0.419575,117139
BCC,0.621764,3173
CGC,0.558503,594
CGC-L,0.594916,307
CGC-R,0.519553,287
CR,0.477891,7344
CR-L,0.483236,3608
CR-R,0.472729,3736
CST,0.629589,642
CST-L,0.638815,332
CST-R,0.619708,310
EC,0.435379,2896
EC-L,0.423944,1445
EC-R,0.446766,1451
FX,0.396458,222
GCC,0.640474,1834
IC,0.628442,4781
IC-L,0.627531,2328
IC-R,0.629306,2453
IFO,0.494102,88
IFO-L,0.470535,40
IFO-R,0.513741,48
PCR-L,0.502661,677
PCR-R,0.488976,760
PLIC-L,0.700367,883
PLIC-R,0.707406,892
PTR,0.574711,1987
PTR-L,0.59173,978
PTR-R,0.558215,1009
RLIC-L,0.616748,726
RLIC-R,0.607618,770
SCC,0.729848,2311
SCR-L,0.516437,1362
SCR-R,0.488163,1416
SFO,0.485952,193
SFO-L,0.506388,95
SFO-R,0.466141,98
SLF,0.493327,3503
SLF-L,0.505944,1733
SLF-R,0.480973,1770
SS,0.545308,1294
SS-L,0.546679,648
SS-R,0.543932,646
UNC-L,0.485125,51
UNC-R,0.518207,74
