Tract,Average,nVoxels
ACR-L,0.387996,1569
ACR-R,0.391429,1560
ALIC-L,0.519368,719
ALIC-R,0.502273,791
AverageFA,0.35588,117134
BCC,0.531745,3173
CGC,0.453122,594
CGC-L,0.475816,307
CGC-R,0.428846,287
CR,0.421169,7344
CR-L,0.431805,3608
CR-R,0.410898,3736
CST,0.568257,642
CST-L,0.574435,332
CST-R,0.561641,310
EC,0.355142,2896
EC-L,0.357755,1445
EC-R,0.35254,1451
FX,0.287238,222
GCC,0.579252,1834
IC,0.554813,4781
IC-L,0.569426,2328
IC-R,0.540945,2453
IFO,0.415208,88
IFO-L,0.377246,40
IFO-R,0.446843,48
PCR-L,0.463719,677
PCR-R,0.440935,760
PLIC-L,0.649974,883
PLIC-R,0.640637,892
PTR,0.492993,1987
PTR-L,0.501511,978
PTR-R,0.484736,1009
RLIC-L,0.521034,726
RLIC-R,0.465184,770
SCC,0.661107,2311
SCR-L,0.466409,1362
SCR-R,0.416225,1416
SFO,0.436795,193
SFO-L,0.464755,95
SFO-R,0.40969,98
SLF,0.414618,3503
SLF-L,0.427716,1733
SLF-R,0.401794,1770
SS,0.435919,1294
SS-L,0.444857,648
SS-R,0.426953,646
UNC-L,0.547802,51
UNC-R,0.534796,74
