Tract,Average,nVoxels
ACR-L,0.354001,1569
ACR-R,0.381576,1560
ALIC-L,0.479343,719
ALIC-R,0.505137,791
AverageFA,0.346436,117139
BCC,0.507585,3173
CGC,0.444899,594
CGC-L,0.46295,307
CGC-R,0.42559,287
CR,0.411312,7344
CR-L,0.40592,3608
CR-R,0.416519,3736
CST,0.522515,642
CST-L,0.518548,332
CST-R,0.526763,310
EC,0.345137,2896
EC-L,0.329021,1445
EC-R,0.361187,1451
FX,0.23383,222
GCC,0.566638,1834
IC,0.547118,4781
IC-L,0.539946,2328
IC-R,0.553925,2453
IFO,0.421657,88
IFO-L,0.383849,40
IFO-R,0.453164,48
PCR-L,0.440758,677
PCR-R,0.421571,760
PLIC-L,0.643101,883
PLIC-R,0.651172,892
PTR,0.450862,1987
PTR-L,0.446407,978
PTR-R,0.45518,1009
RLIC-L,0.474502,726
RLIC-R,0.491388,770
SCC,0.636608,2311
SCR-L,0.448413,1362
SCR-R,0.452303,1416
SFO,0.423534,193
SFO-L,0.417294,95
SFO-R,0.429583,98
SLF,0.412125,3503
SLF-L,0.421922,1733
SLF-R,0.402533,1770
SS,0.441365,1294
SS-L,0.448384,648
SS-R,0.434325,646
UNC-L,0.449021,51
UNC-R,0.447943,74
