Tract,Average,nVoxels
ACR-L,0.48386,1569
ACR-R,0.470632,1560
ALIC-L,0.565808,719
ALIC-R,0.553759,791
AverageFA,0.393298,117138
BCC,0.565635,3173
CGC,0.499144,594
CGC-L,0.515215,307
CGC-R,0.481954,287
CR,0.466776,7344
CR-L,0.469004,3608
CR-R,0.464626,3736
CST,0.531796,642
CST-L,0.540818,332
CST-R,0.522134,310
EC,0.42493,2896
EC-L,0.428547,1445
EC-R,0.421327,1451
FX,0.326021,222
GCC,0.657935,1834
IC,0.579824,4781
IC-L,0.596273,2328
IC-R,0.564213,2453
IFO,0.465494,88
IFO-L,0.469396,40
IFO-R,0.462243,48
PCR-L,0.439161,677
PCR-R,0.458774,760
PLIC-L,0.640796,883
PLIC-R,0.611697,892
PTR,0.512483,1987
PTR-L,0.5203,978
PTR-R,0.504907,1009
RLIC-L,0.572292,726
RLIC-R,0.519946,770
SCC,0.702681,2311
SCR-L,0.466723,1362
SCR-R,0.461149,1416
SFO,0.431767,193
SFO-L,0.429433,95
SFO-R,0.43403,98
SLF,0.474717,3503
SLF-L,0.481902,1733
SLF-R,0.467683,1770
SS,0.535594,1294
SS-L,0.551006,648
SS-R,0.520134,646
UNC-L,0.481687,51
UNC-R,0.471277,74
