Tract,Average,nVoxels
ACR-L,0.375455,1569
ACR-R,0.388041,1560
ALIC-L,0.513663,719
ALIC-R,0.511634,791
AverageFA,0.380838,117137
BCC,0.57817,3173
CGC,0.485756,594
CGC-L,0.49876,307
CGC-R,0.471845,287
CR,0.42152,7344
CR-L,0.422628,3608
CR-R,0.42045,3736
CST,0.559213,642
CST-L,0.55264,332
CST-R,0.566252,310
EC,0.389591,2896
EC-L,0.384669,1445
EC-R,0.394493,1451
FX,0.331389,222
GCC,0.612169,1834
IC,0.57898,4781
IC-L,0.583483,2328
IC-R,0.574706,2453
IFO,0.460501,88
IFO-L,0.437302,40
IFO-R,0.479834,48
PCR-L,0.43973,677
PCR-R,0.420367,760
PLIC-L,0.676385,883
PLIC-R,0.684593,892
PTR,0.523975,1987
PTR-L,0.540691,978
PTR-R,0.507773,1009
RLIC-L,0.539637,726
RLIC-R,0.5122,770
SCC,0.725991,2311
SCR-L,0.468469,1362
SCR-R,0.4562,1416
SFO,0.433042,193
SFO-L,0.44349,95
SFO-R,0.422914,98
SLF,0.434884,3503
SLF-L,0.439687,1733
SLF-R,0.430182,1770
SS,0.485199,1294
SS-L,0.494665,648
SS-R,0.475704,646
UNC-L,0.486581,51
UNC-R,0.477517,74
