Tract,Average,nVoxels
ACR-L,0.35075,1569
ACR-R,0.36092,1560
ALIC-L,0.44985,719
ALIC-R,0.452405,791
AverageFA,0.353862,117139
BCC,0.575878,3173
CGC,0.48083,594
CGC-L,0.503674,307
CGC-R,0.456394,287
CR,0.413907,7344
CR-L,0.413383,3608
CR-R,0.414413,3736
CST,0.546132,642
CST-L,0.554332,332
CST-R,0.537351,310
EC,0.333822,2896
EC-L,0.329308,1445
EC-R,0.338318,1451
FX,0.34327,222
GCC,0.574966,1834
IC,0.530183,4781
IC-L,0.537309,2328
IC-R,0.523421,2453
IFO,0.357477,88
IFO-L,0.356596,40
IFO-R,0.358211,48
PCR-L,0.462155,677
PCR-R,0.435571,760
PLIC-L,0.624038,883
PLIC-R,0.626216,892
PTR,0.463116,1987
PTR-L,0.473983,978
PTR-R,0.452583,1009
RLIC-L,0.51844,726
RLIC-R,0.477292,770
SCC,0.684929,2311
SCR-L,0.461292,1362
SCR-R,0.461991,1416
SFO,0.411471,193
SFO-L,0.397023,95
SFO-R,0.425476,98
SLF,0.429582,3503
SLF-L,0.43273,1733
SLF-R,0.426499,1770
SS,0.44213,1294
SS-L,0.464519,648
SS-R,0.419672,646
UNC-L,0.526945,51
UNC-R,0.438466,74
