Average
0.377749
0.6203
0.589133
0.680249
0.378427
0.493681
0.507674
0.491755
0.503956
0.442273
0.441803
0.508481
0.542158
0.626617
0.631847
0.511939
0.494181
0.661305
0.659038
0.510063
0.532192
0.409972
0.418172
0.467294
0.49347
0.462548
0.449912
0.514823
0.510295
0.487521
0.476197
0.37106
0.362117
0.422037
0.467768
0.415998
0.414133
0.497678
0.485401
0.426608
0.4186
0.44176
0.40984
0.435157
0.433858
0.557872
0.553082
