Tract,Average,nVoxels
AverageFA,0.381253,117139
GCC,0.648987,1834
BCC,0.617916,3173
SCC,0.687947,2311
FX,0.36648,222
CST-R,0.541171,310
CST-L,0.525747,332
ML-R,0.546125,190
ML-L,0.543457,172
ICP-R,0.46918,254
ICP-L,0.453683,239
SCP-R,0.584082,238
SCP-L,0.553661,236
CP-R,0.63223,572
CP-L,0.629794,528
ALIC-R,0.509417,791
ALIC-L,0.485815,719
PLIC-R,0.647519,892
PLIC-L,0.639568,883
RLIC-R,0.53501,770
RLIC-L,0.531234,726
ACR-R,0.447967,1560
ACR-L,0.448802,1569
SCR-R,0.434068,1416
SCR-L,0.451639,1362
PCR-R,0.426897,760
PCR-L,0.425409,677
PTR-R,0.508206,1009
PTR-L,0.525111,978
SS-R,0.469736,646
SS-L,0.465092,648
EC-R,0.391226,1451
EC-L,0.369882,1445
CGC-R,0.447717,287
CGC-L,0.474935,307
CGH-R,0.454743,261
CGH-L,0.414781,263
FX/ST-R,0.48162,310
FX/ST-L,0.496854,396
SLF-R,0.445729,1770
SLF-L,0.449797,1733
SFO-R,0.406787,98
SFO-L,0.37442,95
IFO-R,0.452595,48
IFO-L,0.475708,40
UNC-R,0.563455,74
UNC-L,0.539003,51
