Tract,Average,nVoxels
AverageFA,0.342939,117051
GCC,0.555132,1834
BCC,0.452488,3173
SCC,0.597072,2311
FX,0.277306,222
CST-R,0.482628,310
CST-L,0.463803,332
ML-R,0.563245,190
ML-L,0.543645,172
ICP-R,0.432865,254
ICP-L,0.441278,239
SCP-R,0.524266,238
SCP-L,0.546102,236
CP-R,0.617218,572
CP-L,0.6163,528
ALIC-R,0.465225,791
ALIC-L,0.520343,719
PLIC-R,0.64663,892
PLIC-L,0.65159,883
RLIC-R,0.474976,770
RLIC-L,0.485165,726
ACR-R,0.325755,1560
ACR-L,0.342317,1569
SCR-R,0.424279,1416
SCR-L,0.457396,1362
PCR-R,0.369736,760
PCR-L,0.399743,677
PTR-R,0.431339,1009
PTR-L,0.41149,978
SS-R,0.388776,646
SS-L,0.423988,648
EC-R,0.331529,1451
EC-L,0.329816,1445
CGC-R,0.41882,287
CGC-L,0.409705,307
CGH-R,0.408099,261
CGH-L,0.512733,263
FX/ST-R,0.456218,310
FX/ST-L,0.450596,396
SLF-R,0.361211,1770
SLF-L,0.398896,1733
SFO-R,0.381726,98
SFO-L,0.430671,95
IFO-R,0.402291,48
IFO-L,0.360148,40
UNC-R,0.406041,74
UNC-L,0.336376,51
