Average
0.395194
0.653465
0.613575
0.701122
0.378549
0.570921
0.615069
0.566293
0.587243
0.431253
0.461874
0.593919
0.576825
0.652709
0.675455
0.520716
0.531745
0.688689
0.71347
0.507605
0.576017
0.410864
0.446933
0.472276
0.520702
0.449898
0.463032
0.523642
0.550213
0.448507
0.481927
0.392716
0.422553
0.475479
0.53622
0.407134
0.440776
0.454368
0.510494
0.465956
0.493664
0.451124
0.495382
0.489356
0.496861
0.503628
0.481553
