Tract,Average,nVoxels
AverageFA,0.389975,117130
GCC,0.655977,1834
BCC,0.554193,3173
SCC,0.668736,2311
FX,0.354606,222
CST-R,0.49783,310
CST-L,0.521023,332
ML-R,0.542881,190
ML-L,0.508415,172
ICP-R,0.435429,254
ICP-L,0.411222,239
SCP-R,0.52709,238
SCP-L,0.547257,236
CP-R,0.578276,572
CP-L,0.614242,528
ALIC-R,0.54972,791
ALIC-L,0.522422,719
PLIC-R,0.606191,892
PLIC-L,0.650656,883
RLIC-R,0.503735,770
RLIC-L,0.514444,726
ACR-R,0.438834,1560
ACR-L,0.409949,1569
SCR-R,0.468354,1416
SCR-L,0.440468,1362
PCR-R,0.441798,760
PCR-L,0.402111,677
PTR-R,0.478242,1009
PTR-L,0.46678,978
SS-R,0.459779,646
SS-L,0.464547,648
EC-R,0.390467,1451
EC-L,0.353985,1445
CGC-R,0.448572,287
CGC-L,0.489865,307
CGH-R,0.398609,261
CGH-L,0.360913,263
FX/ST-R,0.490172,310
FX/ST-L,0.513832,396
SLF-R,0.418237,1770
SLF-L,0.431854,1733
SFO-R,0.470073,98
SFO-L,0.430495,95
IFO-R,0.444935,48
IFO-L,0.388527,40
UNC-R,0.501227,74
UNC-L,0.387348,51
