Average
0.359161
0.559905
0.548403
0.669665
0.341769
0.47769
0.52757
0.533156
0.547393
0.440241
0.449921
0.524742
0.531823
0.626518
0.654663
0.462146
0.462843
0.644128
0.658659
0.502246
0.520191
0.380303
0.384451
0.465704
0.453955
0.44225
0.458529
0.509978
0.494886
0.437219
0.43911
0.354937
0.353268
0.459279
0.524017
0.363883
0.412179
0.458384
0.462492
0.449158
0.426097
0.424285
0.440035
0.450539
0.439352
0.416873
0.463911
