Tract,Average,nVoxels
AverageFA,0.395194,117139
GCC,0.653465,1834
BCC,0.613575,3173
SCC,0.701122,2311
FX,0.378549,222
CST-R,0.570921,310
CST-L,0.615069,332
ML-R,0.566293,190
ML-L,0.587243,172
ICP-R,0.431253,254
ICP-L,0.461874,239
SCP-R,0.593919,238
SCP-L,0.576825,236
CP-R,0.652709,572
CP-L,0.675455,528
ALIC-R,0.520716,791
ALIC-L,0.531745,719
PLIC-R,0.688689,892
PLIC-L,0.71347,883
RLIC-R,0.507605,770
RLIC-L,0.576017,726
ACR-R,0.410864,1560
ACR-L,0.446933,1569
SCR-R,0.472276,1416
SCR-L,0.520702,1362
PCR-R,0.449898,760
PCR-L,0.463032,677
PTR-R,0.523642,1009
PTR-L,0.550213,978
SS-R,0.448507,646
SS-L,0.481927,648
EC-R,0.392716,1451
EC-L,0.422553,1445
CGC-R,0.475479,287
CGC-L,0.53622,307
CGH-R,0.407134,261
CGH-L,0.440776,263
FX/ST-R,0.454368,310
FX/ST-L,0.510494,396
SLF-R,0.465956,1770
SLF-L,0.493664,1733
SFO-R,0.451124,98
SFO-L,0.495382,95
IFO-R,0.489356,48
IFO-L,0.496861,40
UNC-R,0.503628,74
UNC-L,0.481553,51
