Tract,Average,nVoxels
AverageFA,0.417483,117139
GCC,0.703046,1834
BCC,0.609163,3173
SCC,0.715456,2311
FX,0.425798,222
CST-R,0.514585,310
CST-L,0.535341,332
ML-R,0.668656,190
ML-L,0.641736,172
ICP-R,0.52815,254
ICP-L,0.538033,239
SCP-R,0.596509,238
SCP-L,0.598833,236
CP-R,0.674244,572
CP-L,0.67401,528
ALIC-R,0.585863,791
ALIC-L,0.572419,719
PLIC-R,0.662688,892
PLIC-L,0.66026,883
RLIC-R,0.578239,770
RLIC-L,0.596258,726
ACR-R,0.499403,1560
ACR-L,0.504586,1569
SCR-R,0.457789,1416
SCR-L,0.471054,1362
PCR-R,0.486239,760
PCR-L,0.491154,677
PTR-R,0.54799,1009
PTR-L,0.570853,978
SS-R,0.537359,646
SS-L,0.565101,648
EC-R,0.443088,1451
EC-L,0.450796,1445
CGC-R,0.505589,287
CGC-L,0.543445,307
CGH-R,0.450681,261
CGH-L,0.514279,263
FX/ST-R,0.561137,310
FX/ST-L,0.558111,396
SLF-R,0.487401,1770
SLF-L,0.488401,1733
SFO-R,0.489312,98
SFO-L,0.456065,95
IFO-R,0.481657,48
IFO-L,0.471249,40
UNC-R,0.517233,74
UNC-L,0.515171,51
