Tract,Average,nVoxels
AverageFA,0.360023,117133
GCC,0.58909,1834
BCC,0.496726,3173
SCC,0.651369,2311
FX,0.286924,222
CST-R,0.55959,310
CST-L,0.557713,332
ML-R,0.596767,190
ML-L,0.588704,172
ICP-R,0.41134,254
ICP-L,0.474239,239
SCP-R,0.584553,238
SCP-L,0.590503,236
CP-R,0.639571,572
CP-L,0.614252,528
ALIC-R,0.540486,791
ALIC-L,0.528306,719
PLIC-R,0.647156,892
PLIC-L,0.636079,883
RLIC-R,0.505034,770
RLIC-L,0.508155,726
ACR-R,0.407085,1560
ACR-L,0.40781,1569
SCR-R,0.431488,1416
SCR-L,0.410557,1362
PCR-R,0.426384,760
PCR-L,0.3847,677
PTR-R,0.473629,1009
PTR-L,0.494028,978
SS-R,0.461868,646
SS-L,0.437176,648
EC-R,0.376018,1451
EC-L,0.354426,1445
CGC-R,0.441721,287
CGC-L,0.437625,307
CGH-R,0.451782,261
CGH-L,0.438027,263
FX/ST-R,0.45173,310
FX/ST-L,0.453211,396
SLF-R,0.427466,1770
SLF-L,0.433158,1733
SFO-R,0.448602,98
SFO-L,0.403031,95
IFO-R,0.401393,48
IFO-L,0.361438,40
UNC-R,0.469103,74
UNC-L,0.389425,51
