Tract,Average,nVoxels
AverageFA,0.392828,117137
GCC,0.641448,1834
BCC,0.621467,3173
SCC,0.70101,2311
FX,0.348981,222
CST-R,0.531053,310
CST-L,0.546269,332
ML-R,0.561924,190
ML-L,0.570445,172
ICP-R,0.457563,254
ICP-L,0.464745,239
SCP-R,0.591026,238
SCP-L,0.608415,236
CP-R,0.649091,572
CP-L,0.639754,528
ALIC-R,0.541536,791
ALIC-L,0.545634,719
PLIC-R,0.683104,892
PLIC-L,0.68552,883
RLIC-R,0.51155,770
RLIC-L,0.531255,726
ACR-R,0.43967,1560
ACR-L,0.427696,1569
SCR-R,0.475076,1416
SCR-L,0.486386,1362
PCR-R,0.455206,760
PCR-L,0.422302,677
PTR-R,0.535,1009
PTR-L,0.535426,978
SS-R,0.491925,646
SS-L,0.503383,648
EC-R,0.402474,1451
EC-L,0.388358,1445
CGC-R,0.505057,287
CGC-L,0.541986,307
CGH-R,0.412333,261
CGH-L,0.445582,263
FX/ST-R,0.49098,310
FX/ST-L,0.523132,396
SLF-R,0.434478,1770
SLF-L,0.441509,1733
SFO-R,0.464886,98
SFO-L,0.436393,95
IFO-R,0.447156,48
IFO-L,0.382982,40
UNC-R,0.532255,74
UNC-L,0.457225,51
