Tract,Average,nVoxels
AverageFA,0.377364,117132
GCC,0.598554,1834
BCC,0.588384,3173
SCC,0.705248,2311
FX,0.273073,222
CST-R,0.550966,310
CST-L,0.54447,332
ML-R,0.604308,190
ML-L,0.593284,172
ICP-R,0.462314,254
ICP-L,0.460397,239
SCP-R,0.556619,238
SCP-L,0.524119,236
CP-R,0.597993,572
CP-L,0.611702,528
ALIC-R,0.530589,791
ALIC-L,0.507831,719
PLIC-R,0.594772,892
PLIC-L,0.599359,883
RLIC-R,0.47511,770
RLIC-L,0.501975,726
ACR-R,0.442837,1560
ACR-L,0.40752,1569
SCR-R,0.435619,1416
SCR-L,0.436261,1362
PCR-R,0.422619,760
PCR-L,0.397331,677
PTR-R,0.495421,1009
PTR-L,0.467767,978
SS-R,0.465222,646
SS-L,0.472836,648
EC-R,0.384609,1451
EC-L,0.377752,1445
CGC-R,0.443461,287
CGC-L,0.494806,307
CGH-R,0.41896,261
CGH-L,0.464233,263
FX/ST-R,0.432457,310
FX/ST-L,0.438517,396
SLF-R,0.441913,1770
SLF-L,0.438515,1733
SFO-R,0.458041,98
SFO-L,0.39038,95
IFO-R,0.38621,48
IFO-L,0.340466,40
UNC-R,0.472549,74
UNC-L,0.477751,51
