Tract,Average,nVoxels
AverageFA,0.353862,117139
GCC,0.574966,1834
BCC,0.575878,3173
SCC,0.684929,2311
FX,0.34327,222
CST-R,0.537351,310
CST-L,0.554332,332
ML-R,0.554195,190
ML-L,0.557669,172
ICP-R,0.455931,254
ICP-L,0.478052,239
SCP-R,0.524405,238
SCP-L,0.542419,236
CP-R,0.586546,572
CP-L,0.606484,528
ALIC-R,0.452405,791
ALIC-L,0.44985,719
PLIC-R,0.626216,892
PLIC-L,0.624038,883
RLIC-R,0.477292,770
RLIC-L,0.51844,726
ACR-R,0.36092,1560
ACR-L,0.35075,1569
SCR-R,0.461991,1416
SCR-L,0.461292,1362
PCR-R,0.435571,760
PCR-L,0.462155,677
PTR-R,0.452583,1009
PTR-L,0.473983,978
SS-R,0.419672,646
SS-L,0.464519,648
EC-R,0.338318,1451
EC-L,0.329308,1445
CGC-R,0.456394,287
CGC-L,0.503674,307
CGH-R,0.329273,261
CGH-L,0.350943,263
FX/ST-R,0.437564,310
FX/ST-L,0.448287,396
SLF-R,0.426499,1770
SLF-L,0.43273,1733
SFO-R,0.425476,98
SFO-L,0.397023,95
IFO-R,0.358211,48
IFO-L,0.356596,40
UNC-R,0.438466,74
UNC-L,0.526945,51
