Tract,Average,nVoxels
AverageFA,0.400317,117138
GCC,0.656464,1834
BCC,0.611825,3173
SCC,0.717139,2311
FX,0.443764,222
CST-R,0.554661,310
CST-L,0.538099,332
ML-R,0.559568,190
ML-L,0.53838,172
ICP-R,0.489437,254
ICP-L,0.464521,239
SCP-R,0.570689,238
SCP-L,0.587066,236
CP-R,0.669222,572
CP-L,0.669747,528
ALIC-R,0.507563,791
ALIC-L,0.501966,719
PLIC-R,0.642707,892
PLIC-L,0.666351,883
RLIC-R,0.54552,770
RLIC-L,0.552698,726
ACR-R,0.453352,1560
ACR-L,0.453316,1569
SCR-R,0.456261,1416
SCR-L,0.491141,1362
PCR-R,0.454522,760
PCR-L,0.461626,677
PTR-R,0.539094,1009
PTR-L,0.542521,978
SS-R,0.472592,646
SS-L,0.484603,648
EC-R,0.39972,1451
EC-L,0.405997,1445
CGC-R,0.532249,287
CGC-L,0.599553,307
CGH-R,0.429361,261
CGH-L,0.462292,263
FX/ST-R,0.51485,310
FX/ST-L,0.533262,396
SLF-R,0.445551,1770
SLF-L,0.46559,1733
SFO-R,0.458173,98
SFO-L,0.484521,95
IFO-R,0.436665,48
IFO-L,0.427141,40
UNC-R,0.493104,74
UNC-L,0.505477,51
