Tract,Average,nVoxels
AverageFA,0.376301,117119
GCC,0.648223,1834
BCC,0.600863,3173
SCC,0.684545,2311
FX,0.362429,222
CST-R,0.499875,310
CST-L,0.491089,332
ML-R,0.568658,190
ML-L,0.567205,172
ICP-R,0.423118,254
ICP-L,0.474191,239
SCP-R,0.563719,238
SCP-L,0.598413,236
CP-R,0.634075,572
CP-L,0.585408,528
ALIC-R,0.540672,791
ALIC-L,0.503855,719
PLIC-R,0.634155,892
PLIC-L,0.627914,883
RLIC-R,0.527461,770
RLIC-L,0.514748,726
ACR-R,0.44673,1560
ACR-L,0.457084,1569
SCR-R,0.438877,1416
SCR-L,0.442276,1362
PCR-R,0.422567,760
PCR-L,0.414045,677
PTR-R,0.462186,1009
PTR-L,0.437442,978
SS-R,0.461332,646
SS-L,0.448967,648
EC-R,0.379056,1451
EC-L,0.374529,1445
CGC-R,0.449753,287
CGC-L,0.486777,307
CGH-R,0.413101,261
CGH-L,0.486084,263
FX/ST-R,0.429169,310
FX/ST-L,0.412091,396
SLF-R,0.411364,1770
SLF-L,0.404316,1733
SFO-R,0.419602,98
SFO-L,0.381978,95
IFO-R,0.448575,48
IFO-L,0.431999,40
UNC-R,0.499186,74
UNC-L,0.519659,51
