Tract,Average,nVoxels
AverageFA,0.384636,117124
GCC,0.63549,1834
BCC,0.584293,3173
SCC,0.696724,2311
FX,0.290376,222
CST-R,0.625112,310
CST-L,0.598435,332
ML-R,0.527727,190
ML-L,0.544058,172
ICP-R,0.434235,254
ICP-L,0.416757,239
SCP-R,0.58046,238
SCP-L,0.57615,236
CP-R,0.603692,572
CP-L,0.581265,528
ALIC-R,0.5269,791
ALIC-L,0.543723,719
PLIC-R,0.644062,892
PLIC-L,0.687242,883
RLIC-R,0.513567,770
RLIC-L,0.571778,726
ACR-R,0.406569,1560
ACR-L,0.406585,1569
SCR-R,0.450678,1416
SCR-L,0.51496,1362
PCR-R,0.443409,760
PCR-L,0.478983,677
PTR-R,0.511678,1009
PTR-L,0.549133,978
SS-R,0.491366,646
SS-L,0.531823,648
EC-R,0.380729,1451
EC-L,0.387038,1445
CGC-R,0.470211,287
CGC-L,0.546742,307
CGH-R,0.474625,261
CGH-L,0.423667,263
FX/ST-R,0.43409,310
FX/ST-L,0.448846,396
SLF-R,0.427425,1770
SLF-L,0.492192,1733
SFO-R,0.441939,98
SFO-L,0.50479,95
IFO-R,0.50434,48
IFO-L,0.427492,40
UNC-R,0.531302,74
UNC-L,0.470429,51
