Tract,Average,nVoxels
AverageFA,0.38186,117138
GCC,0.642073,1834
BCC,0.575162,3173
SCC,0.687884,2311
FX,0.331547,222
CST-R,0.485749,310
CST-L,0.487999,332
ML-R,0.556297,190
ML-L,0.570993,172
ICP-R,0.448892,254
ICP-L,0.452127,239
SCP-R,0.506975,238
SCP-L,0.492994,236
CP-R,0.628121,572
CP-L,0.610804,528
ALIC-R,0.546805,791
ALIC-L,0.478033,719
PLIC-R,0.668613,892
PLIC-L,0.641171,883
RLIC-R,0.564018,770
RLIC-L,0.564295,726
ACR-R,0.455712,1560
ACR-L,0.449952,1569
SCR-R,0.472321,1416
SCR-L,0.473377,1362
PCR-R,0.470171,760
PCR-L,0.4321,677
PTR-R,0.527705,1009
PTR-L,0.504961,978
SS-R,0.496772,646
SS-L,0.498074,648
EC-R,0.410749,1451
EC-L,0.409905,1445
CGC-R,0.463702,287
CGC-L,0.463636,307
CGH-R,0.429434,261
CGH-L,0.407546,263
FX/ST-R,0.453674,310
FX/ST-L,0.460063,396
SLF-R,0.446701,1770
SLF-L,0.437645,1733
SFO-R,0.451786,98
SFO-L,0.404542,95
IFO-R,0.45852,48
IFO-L,0.446393,40
UNC-R,0.573605,74
UNC-L,0.504688,51
