Tract,Average,nVoxels
AverageFA,0.402101,117139
GCC,0.690154,1834
BCC,0.609196,3173
SCC,0.72451,2311
FX,0.43236,222
CST-R,0.522828,310
CST-L,0.53912,332
ML-R,0.563415,190
ML-L,0.56819,172
ICP-R,0.462717,254
ICP-L,0.454908,239
SCP-R,0.538252,238
SCP-L,0.545815,236
CP-R,0.642782,572
CP-L,0.64302,528
ALIC-R,0.571758,791
ALIC-L,0.567135,719
PLIC-R,0.665121,892
PLIC-L,0.683201,883
RLIC-R,0.586661,770
RLIC-L,0.589438,726
ACR-R,0.468522,1560
ACR-L,0.459843,1569
SCR-R,0.474129,1416
SCR-L,0.484645,1362
PCR-R,0.484014,760
PCR-L,0.469625,677
PTR-R,0.555042,1009
PTR-L,0.579374,978
SS-R,0.528231,646
SS-L,0.530993,648
EC-R,0.408526,1451
EC-L,0.397181,1445
CGC-R,0.502649,287
CGC-L,0.5448,307
CGH-R,0.439342,261
CGH-L,0.426849,263
FX/ST-R,0.562941,310
FX/ST-L,0.559416,396
SLF-R,0.473952,1770
SLF-L,0.457441,1733
SFO-R,0.496775,98
SFO-L,0.498865,95
IFO-R,0.468372,48
IFO-L,0.430855,40
UNC-R,0.479913,74
UNC-L,0.49167,51
