Average
0.365158
0.6409
0.534365
0.652652
0.250418
0.472736
0.475786
0.490988
0.523655
0.398126
0.390968
0.545749
0.545443
0.637335
0.612248
0.53085
0.502728
0.679967
0.664351
0.555417
0.535179
0.416671
0.391099
0.533366
0.502858
0.464278
0.434174
0.461185
0.440762
0.438262
0.445515
0.376465
0.388782
0.419925
0.474536
0.463926
0.380699
0.481226
0.477184
0.435243
0.443375
0.441615
0.42962
0.454644
0.47912
0.528771
0.572717
