Tract,Average,nVoxels
AverageFA,0.349808,117129
GCC,0.575965,1834
BCC,0.529843,3173
SCC,0.593602,2311
FX,0.261083,222
CST-R,0.47104,310
CST-L,0.488743,332
ML-R,0.582138,190
ML-L,0.557666,172
ICP-R,0.378383,254
ICP-L,0.365266,239
SCP-R,0.558754,238
SCP-L,0.553586,236
CP-R,0.626078,572
CP-L,0.627508,528
ALIC-R,0.499618,791
ALIC-L,0.491776,719
PLIC-R,0.684047,892
PLIC-L,0.677493,883
RLIC-R,0.526326,770
RLIC-L,0.505332,726
ACR-R,0.381547,1560
ACR-L,0.34679,1569
SCR-R,0.485368,1416
SCR-L,0.466884,1362
PCR-R,0.428119,760
PCR-L,0.403608,677
PTR-R,0.479251,1009
PTR-L,0.461165,978
SS-R,0.430064,646
SS-L,0.439362,648
EC-R,0.375295,1451
EC-L,0.354783,1445
CGC-R,0.433384,287
CGC-L,0.466735,307
CGH-R,0.439745,261
CGH-L,0.336466,263
FX/ST-R,0.402302,310
FX/ST-L,0.399781,396
SLF-R,0.424725,1770
SLF-L,0.430093,1733
SFO-R,0.4418,98
SFO-L,0.431934,95
IFO-R,0.508684,48
IFO-L,0.414315,40
UNC-R,0.385267,74
UNC-L,0.324548,51
