Tract,Average,nVoxels
AverageFA,0.415496,117137
GCC,0.699371,1834
BCC,0.605622,3173
SCC,0.728582,2311
FX,0.455624,222
CST-R,0.588412,310
CST-L,0.59947,332
ML-R,0.559435,190
ML-L,0.561666,172
ICP-R,0.481961,254
ICP-L,0.498967,239
SCP-R,0.537863,238
SCP-L,0.534066,236
CP-R,0.642567,572
CP-L,0.665665,528
ALIC-R,0.579507,791
ALIC-L,0.554531,719
PLIC-R,0.668068,892
PLIC-L,0.663012,883
RLIC-R,0.57062,770
RLIC-L,0.559312,726
ACR-R,0.457506,1560
ACR-L,0.462503,1569
SCR-R,0.461212,1416
SCR-L,0.469178,1362
PCR-R,0.464588,760
PCR-L,0.454989,677
PTR-R,0.57298,1009
PTR-L,0.56664,978
SS-R,0.524191,646
SS-L,0.515417,648
EC-R,0.41234,1451
EC-L,0.39977,1445
CGC-R,0.48601,287
CGC-L,0.513449,307
CGH-R,0.449167,261
CGH-L,0.437053,263
FX/ST-R,0.493257,310
FX/ST-L,0.491873,396
SLF-R,0.451372,1770
SLF-L,0.466924,1733
SFO-R,0.463369,98
SFO-L,0.527707,95
IFO-R,0.43541,48
IFO-L,0.41971,40
UNC-R,0.524356,74
UNC-L,0.49576,51
