Tract,Average,nVoxels
AverageFA,0.401947,117132
GCC,0.63285,1834
BCC,0.59135,3173
SCC,0.746097,2311
FX,0.398172,222
CST-R,0.552827,310
CST-L,0.572756,332
ML-R,0.600533,190
ML-L,0.596385,172
ICP-R,0.524049,254
ICP-L,0.524173,239
SCP-R,0.584431,238
SCP-L,0.590559,236
CP-R,0.657543,572
CP-L,0.685634,528
ALIC-R,0.523608,791
ALIC-L,0.519517,719
PLIC-R,0.690026,892
PLIC-L,0.660544,883
RLIC-R,0.549286,770
RLIC-L,0.560328,726
ACR-R,0.446638,1560
ACR-L,0.423937,1569
SCR-R,0.48512,1416
SCR-L,0.492079,1362
PCR-R,0.454993,760
PCR-L,0.432492,677
PTR-R,0.535145,1009
PTR-L,0.548172,978
SS-R,0.48803,646
SS-L,0.514701,648
EC-R,0.391316,1451
EC-L,0.388921,1445
CGC-R,0.469018,287
CGC-L,0.516877,307
CGH-R,0.423963,261
CGH-L,0.507196,263
FX/ST-R,0.538605,310
FX/ST-L,0.548957,396
SLF-R,0.472679,1770
SLF-L,0.452168,1733
SFO-R,0.480405,98
SFO-L,0.435063,95
IFO-R,0.413704,48
IFO-L,0.367718,40
UNC-R,0.470586,74
UNC-L,0.42331,51
