Tract,Average,nVoxels
AverageFA,0.328722,117093
GCC,0.522418,1834
BCC,0.461031,3173
SCC,0.539757,2311
FX,0.240211,222
CST-R,0.488373,310
CST-L,0.516188,332
ML-R,0.501238,190
ML-L,0.522867,172
ICP-R,0.43031,254
ICP-L,0.436,239
SCP-R,0.535452,238
SCP-L,0.53454,236
CP-R,0.531718,572
CP-L,0.54458,528
ALIC-R,0.42678,791
ALIC-L,0.461905,719
PLIC-R,0.65416,892
PLIC-L,0.692847,883
RLIC-R,0.454131,770
RLIC-L,0.474704,726
ACR-R,0.317378,1560
ACR-L,0.345519,1569
SCR-R,0.454307,1416
SCR-L,0.486749,1362
PCR-R,0.438559,760
PCR-L,0.464135,677
PTR-R,0.451469,1009
PTR-L,0.468266,978
SS-R,0.403145,646
SS-L,0.427089,648
EC-R,0.327221,1451
EC-L,0.335247,1445
CGC-R,0.400667,287
CGC-L,0.457576,307
CGH-R,0.468009,261
CGH-L,0.397512,263
FX/ST-R,0.402063,310
FX/ST-L,0.395787,396
SLF-R,0.420765,1770
SLF-L,0.424795,1733
SFO-R,0.41321,98
SFO-L,0.474991,95
IFO-R,0.453129,48
IFO-L,0.376871,40
UNC-R,0.477203,74
UNC-L,0.417292,51
