Tract,Average,nVoxels
AverageFA,0.349677,117133
GCC,0.521904,1834
BCC,0.509476,3173
SCC,0.624393,2311
FX,0.287595,222
CST-R,0.476613,310
CST-L,0.527732,332
ML-R,0.485633,190
ML-L,0.495731,172
ICP-R,0.444681,254
ICP-L,0.448558,239
SCP-R,0.552575,238
SCP-L,0.539889,236
CP-R,0.530857,572
CP-L,0.556576,528
ALIC-R,0.506874,791
ALIC-L,0.490881,719
PLIC-R,0.589688,892
PLIC-L,0.599198,883
RLIC-R,0.544689,770
RLIC-L,0.538713,726
ACR-R,0.415369,1560
ACR-L,0.455903,1569
SCR-R,0.410769,1416
SCR-L,0.427283,1362
PCR-R,0.391667,760
PCR-L,0.423125,677
PTR-R,0.457197,1009
PTR-L,0.440113,978
SS-R,0.481216,646
SS-L,0.505348,648
EC-R,0.389931,1451
EC-L,0.396709,1445
CGC-R,0.413925,287
CGC-L,0.432605,307
CGH-R,0.366858,261
CGH-L,0.391305,263
FX/ST-R,0.464123,310
FX/ST-L,0.477166,396
SLF-R,0.398099,1770
SLF-L,0.373289,1733
SFO-R,0.392788,98
SFO-L,0.422375,95
IFO-R,0.399677,48
IFO-L,0.414173,40
UNC-R,0.384915,74
UNC-L,0.399485,51
