Tract,Average,nVoxels
AverageFA,0.379687,117136
GCC,0.618298,1834
BCC,0.563153,3173
SCC,0.68965,2311
FX,0.231224,222
CST-R,0.537264,310
CST-L,0.554559,332
ML-R,0.559,190
ML-L,0.534033,172
ICP-R,0.481419,254
ICP-L,0.482954,239
SCP-R,0.615231,238
SCP-L,0.621575,236
CP-R,0.636903,572
CP-L,0.667883,528
ALIC-R,0.513891,791
ALIC-L,0.556305,719
PLIC-R,0.660605,892
PLIC-L,0.697601,883
RLIC-R,0.536566,770
RLIC-L,0.527442,726
ACR-R,0.422285,1560
ACR-L,0.422107,1569
SCR-R,0.466199,1416
SCR-L,0.474754,1362
PCR-R,0.433605,760
PCR-L,0.434699,677
PTR-R,0.447869,1009
PTR-L,0.460416,978
SS-R,0.464898,646
SS-L,0.447775,648
EC-R,0.395528,1451
EC-L,0.360335,1445
CGC-R,0.470745,287
CGC-L,0.535202,307
CGH-R,0.449511,261
CGH-L,0.514095,263
FX/ST-R,0.443207,310
FX/ST-L,0.459866,396
SLF-R,0.489916,1770
SLF-L,0.461772,1733
SFO-R,0.449372,98
SFO-L,0.454987,95
IFO-R,0.484457,48
IFO-L,0.30694,40
UNC-R,0.452296,74
UNC-L,0.436709,51
