Tract,Average,nVoxels
AverageFA,0.382065,117123
GCC,0.63192,1834
BCC,0.598878,3173
SCC,0.695794,2311
FX,0.325062,222
CST-R,0.526034,310
CST-L,0.523139,332
ML-R,0.517659,190
ML-L,0.516957,172
ICP-R,0.44903,254
ICP-L,0.469771,239
SCP-R,0.544625,238
SCP-L,0.558747,236
CP-R,0.603573,572
CP-L,0.625079,528
ALIC-R,0.538595,791
ALIC-L,0.5668,719
PLIC-R,0.617242,892
PLIC-L,0.64302,883
RLIC-R,0.512482,770
RLIC-L,0.552681,726
ACR-R,0.428165,1560
ACR-L,0.439929,1569
SCR-R,0.432273,1416
SCR-L,0.457003,1362
PCR-R,0.409252,760
PCR-L,0.438617,677
PTR-R,0.485201,1009
PTR-L,0.497746,978
SS-R,0.496586,646
SS-L,0.489719,648
EC-R,0.407905,1451
EC-L,0.434945,1445
CGC-R,0.453578,287
CGC-L,0.507178,307
CGH-R,0.46488,261
CGH-L,0.528267,263
FX/ST-R,0.480576,310
FX/ST-L,0.472013,396
SLF-R,0.436315,1770
SLF-L,0.446913,1733
SFO-R,0.438063,98
SFO-L,0.480602,95
IFO-R,0.466791,48
IFO-L,0.484049,40
UNC-R,0.460014,74
UNC-L,0.483151,51
