Tract,Average,nVoxels
AverageFA,0.374791,117139
GCC,0.628216,1834
BCC,0.54188,3173
SCC,0.685339,2311
FX,0.26286,222
CST-R,0.494612,310
CST-L,0.486169,332
ML-R,0.573605,190
ML-L,0.564987,172
ICP-R,0.4484,254
ICP-L,0.445765,239
SCP-R,0.579731,238
SCP-L,0.566541,236
CP-R,0.604646,572
CP-L,0.596171,528
ALIC-R,0.534249,791
ALIC-L,0.548398,719
PLIC-R,0.651296,892
PLIC-L,0.641081,883
RLIC-R,0.524169,770
RLIC-L,0.4797,726
ACR-R,0.430955,1560
ACR-L,0.426296,1569
SCR-R,0.460488,1416
SCR-L,0.449302,1362
PCR-R,0.416876,760
PCR-L,0.405743,677
PTR-R,0.507601,1009
PTR-L,0.483585,978
SS-R,0.471889,646
SS-L,0.472705,648
EC-R,0.399224,1451
EC-L,0.405354,1445
CGC-R,0.437556,287
CGC-L,0.49003,307
CGH-R,0.380757,261
CGH-L,0.422997,263
FX/ST-R,0.477069,310
FX/ST-L,0.499743,396
SLF-R,0.403285,1770
SLF-L,0.435169,1733
SFO-R,0.463198,98
SFO-L,0.418687,95
IFO-R,0.462803,48
IFO-L,0.435653,40
UNC-R,0.488874,74
UNC-L,0.499933,51
