Tract,Average,nVoxels
AverageFA,0.35588,117134
GCC,0.579252,1834
BCC,0.531745,3173
SCC,0.661107,2311
FX,0.287238,222
CST-R,0.561641,310
CST-L,0.574435,332
ML-R,0.529144,190
ML-L,0.525422,172
ICP-R,0.404806,254
ICP-L,0.434904,239
SCP-R,0.544085,238
SCP-L,0.572832,236
CP-R,0.569609,572
CP-L,0.571744,528
ALIC-R,0.502273,791
ALIC-L,0.519368,719
PLIC-R,0.640637,892
PLIC-L,0.649974,883
RLIC-R,0.465184,770
RLIC-L,0.521034,726
ACR-R,0.391429,1560
ACR-L,0.387996,1569
SCR-R,0.416225,1416
SCR-L,0.466409,1362
PCR-R,0.440935,760
PCR-L,0.463719,677
PTR-R,0.484736,1009
PTR-L,0.501511,978
SS-R,0.426953,646
SS-L,0.444857,648
EC-R,0.35254,1451
EC-L,0.357755,1445
CGC-R,0.428846,287
CGC-L,0.475816,307
CGH-R,0.347916,261
CGH-L,0.336767,263
FX/ST-R,0.432282,310
FX/ST-L,0.492005,396
SLF-R,0.401794,1770
SLF-L,0.427716,1733
SFO-R,0.40969,98
SFO-L,0.464755,95
IFO-R,0.446843,48
IFO-L,0.377246,40
UNC-R,0.534796,74
UNC-L,0.547802,51
