Tract,Average,nVoxels
AverageFA,0.403212,117139
GCC,0.657079,1834
BCC,0.568552,3173
SCC,0.707797,2311
FX,0.397068,222
CST-R,0.581415,310
CST-L,0.580287,332
ML-R,0.603939,190
ML-L,0.613213,172
ICP-R,0.504398,254
ICP-L,0.458708,239
SCP-R,0.566173,238
SCP-L,0.57002,236
CP-R,0.677825,572
CP-L,0.707308,528
ALIC-R,0.54963,791
ALIC-L,0.543739,719
PLIC-R,0.691844,892
PLIC-L,0.704187,883
RLIC-R,0.542412,770
RLIC-L,0.56719,726
ACR-R,0.456217,1560
ACR-L,0.460338,1569
SCR-R,0.481728,1416
SCR-L,0.473453,1362
PCR-R,0.454469,760
PCR-L,0.44824,677
PTR-R,0.555423,1009
PTR-L,0.576298,978
SS-R,0.487338,646
SS-L,0.552192,648
EC-R,0.418307,1451
EC-L,0.403491,1445
CGC-R,0.508063,287
CGC-L,0.517562,307
CGH-R,0.465187,261
CGH-L,0.51052,263
FX/ST-R,0.49602,310
FX/ST-L,0.543306,396
SLF-R,0.466669,1770
SLF-L,0.46643,1733
SFO-R,0.446418,98
SFO-L,0.472857,95
IFO-R,0.521809,48
IFO-L,0.44074,40
UNC-R,0.545339,74
UNC-L,0.468056,51
