Average
0.380465
0.608263
0.563048
0.676741
0.35428
0.527201
0.509165
0.515712
0.536045
0.449664
0.442559
0.512269
0.550989
0.640388
0.626322
0.545633
0.524054
0.649088
0.631438
0.528841
0.533667
0.401583
0.384264
0.456335
0.449337
0.478819
0.450029
0.531205
0.489475
0.483786
0.482884
0.406145
0.385802
0.473863
0.518457
0.513087
0.437337
0.504386
0.464306
0.431172
0.417624
0.48267
0.447045
0.501076
0.428119
0.524058
0.440793
