Tract,Average,nVoxels
AverageFA,0.42371,117138
GCC,0.716288,1834
BCC,0.646397,3173
SCC,0.726452,2311
FX,0.467863,222
CST-R,0.596687,310
CST-L,0.555948,332
ML-R,0.582725,190
ML-L,0.554218,172
ICP-R,0.459259,254
ICP-L,0.471325,239
SCP-R,0.570954,238
SCP-L,0.538754,236
CP-R,0.695541,572
CP-L,0.696997,528
ALIC-R,0.590809,791
ALIC-L,0.576939,719
PLIC-R,0.687829,892
PLIC-L,0.708746,883
RLIC-R,0.587543,770
RLIC-L,0.58357,726
ACR-R,0.497791,1560
ACR-L,0.490415,1569
SCR-R,0.470183,1416
SCR-L,0.474066,1362
PCR-R,0.465217,760
PCR-L,0.470162,677
PTR-R,0.592128,1009
PTR-L,0.590657,978
SS-R,0.545794,646
SS-L,0.543963,648
EC-R,0.427255,1451
EC-L,0.417869,1445
CGC-R,0.510505,287
CGC-L,0.560018,307
CGH-R,0.521184,261
CGH-L,0.417076,263
FX/ST-R,0.544788,310
FX/ST-L,0.550947,396
SLF-R,0.516998,1770
SLF-L,0.507369,1733
SFO-R,0.453673,98
SFO-L,0.457784,95
IFO-R,0.425666,48
IFO-L,0.386848,40
UNC-R,0.517709,74
UNC-L,0.414084,51
