Tract,Average,nVoxels
AverageFA,0.349785,117131
GCC,0.558357,1834
BCC,0.470064,3173
SCC,0.629831,2311
FX,0.286538,222
CST-R,0.47906,310
CST-L,0.525008,332
ML-R,0.494999,190
ML-L,0.516258,172
ICP-R,0.433508,254
ICP-L,0.419361,239
SCP-R,0.532346,238
SCP-L,0.50296,236
CP-R,0.579019,572
CP-L,0.564666,528
ALIC-R,0.480421,791
ALIC-L,0.452416,719
PLIC-R,0.644667,892
PLIC-L,0.644011,883
RLIC-R,0.502189,770
RLIC-L,0.508456,726
ACR-R,0.37853,1560
ACR-L,0.344565,1569
SCR-R,0.470197,1416
SCR-L,0.462034,1362
PCR-R,0.451803,760
PCR-L,0.442169,677
PTR-R,0.500345,1009
PTR-L,0.460152,978
SS-R,0.4326,646
SS-L,0.453216,648
EC-R,0.34062,1451
EC-L,0.310498,1445
CGC-R,0.393406,287
CGC-L,0.449068,307
CGH-R,0.412149,261
CGH-L,0.419958,263
FX/ST-R,0.466835,310
FX/ST-L,0.412405,396
SLF-R,0.406219,1770
SLF-L,0.411286,1733
SFO-R,0.440933,98
SFO-L,0.448676,95
IFO-R,0.449197,48
IFO-L,0.363456,40
UNC-R,0.46816,74
UNC-L,0.411619,51
