Tract,Average,nVoxels
AverageFA,0.381256,117121
GCC,0.641799,1834
BCC,0.561984,3173
SCC,0.666908,2311
FX,0.302864,222
CST-R,0.487306,310
CST-L,0.476118,332
ML-R,0.588688,190
ML-L,0.586411,172
ICP-R,0.442306,254
ICP-L,0.440857,239
SCP-R,0.578558,238
SCP-L,0.570804,236
CP-R,0.632969,572
CP-L,0.608429,528
ALIC-R,0.571369,791
ALIC-L,0.57539,719
PLIC-R,0.629616,892
PLIC-L,0.624245,883
RLIC-R,0.537367,770
RLIC-L,0.523399,726
ACR-R,0.452884,1560
ACR-L,0.459366,1569
SCR-R,0.438033,1416
SCR-L,0.436361,1362
PCR-R,0.43111,760
PCR-L,0.430844,677
PTR-R,0.494143,1009
PTR-L,0.49141,978
SS-R,0.475738,646
SS-L,0.458821,648
EC-R,0.38269,1451
EC-L,0.382907,1445
CGC-R,0.443711,287
CGC-L,0.477834,307
CGH-R,0.447976,261
CGH-L,0.414748,263
FX/ST-R,0.44435,310
FX/ST-L,0.474998,396
SLF-R,0.436876,1770
SLF-L,0.436181,1733
SFO-R,0.447995,98
SFO-L,0.439386,95
IFO-R,0.44884,48
IFO-L,0.44412,40
UNC-R,0.455982,74
UNC-L,0.502382,51
