Tract,Average,nVoxels
AverageFA,0.384288,117120
GCC,0.640178,1834
BCC,0.601687,3173
SCC,0.71739,2311
FX,0.381921,222
CST-R,0.479524,310
CST-L,0.509741,332
ML-R,0.528058,190
ML-L,0.527763,172
ICP-R,0.420734,254
ICP-L,0.443661,239
SCP-R,0.535106,238
SCP-L,0.545035,236
CP-R,0.617292,572
CP-L,0.647872,528
ALIC-R,0.503815,791
ALIC-L,0.491342,719
PLIC-R,0.67446,892
PLIC-L,0.668793,883
RLIC-R,0.497238,770
RLIC-L,0.506426,726
ACR-R,0.424817,1560
ACR-L,0.421007,1569
SCR-R,0.481037,1416
SCR-L,0.480908,1362
PCR-R,0.467676,760
PCR-L,0.440503,677
PTR-R,0.512066,1009
PTR-L,0.489922,978
SS-R,0.455609,646
SS-L,0.482789,648
EC-R,0.382418,1451
EC-L,0.38636,1445
CGC-R,0.43828,287
CGC-L,0.509723,307
CGH-R,0.424635,261
CGH-L,0.425411,263
FX/ST-R,0.486094,310
FX/ST-L,0.499428,396
SLF-R,0.434979,1770
SLF-L,0.422046,1733
SFO-R,0.437904,98
SFO-L,0.432002,95
IFO-R,0.46529,48
IFO-L,0.458909,40
UNC-R,0.540109,74
UNC-L,0.524195,51
