Tract,Average,nVoxels
AverageFA,0.390427,117139
GCC,0.664408,1834
BCC,0.62902,3173
SCC,0.71797,2311
FX,0.359162,222
CST-R,0.545759,310
CST-L,0.57145,332
ML-R,0.529906,190
ML-L,0.533573,172
ICP-R,0.456739,254
ICP-L,0.470524,239
SCP-R,0.523972,238
SCP-L,0.531781,236
CP-R,0.648025,572
CP-L,0.669684,528
ALIC-R,0.495542,791
ALIC-L,0.505225,719
PLIC-R,0.663935,892
PLIC-L,0.76581,883
RLIC-R,0.513511,770
RLIC-L,0.540053,726
ACR-R,0.455819,1560
ACR-L,0.455134,1569
SCR-R,0.447323,1416
SCR-L,0.516848,1362
PCR-R,0.444412,760
PCR-L,0.463642,677
PTR-R,0.483142,1009
PTR-L,0.512016,978
SS-R,0.474827,646
SS-L,0.472899,648
EC-R,0.39022,1451
EC-L,0.380736,1445
CGC-R,0.450762,287
CGC-L,0.492955,307
CGH-R,0.449325,261
CGH-L,0.495088,263
FX/ST-R,0.452338,310
FX/ST-L,0.523022,396
SLF-R,0.437441,1770
SLF-L,0.476438,1733
SFO-R,0.419856,98
SFO-L,0.423265,95
IFO-R,0.451418,48
IFO-L,0.469005,40
UNC-R,0.532596,74
UNC-L,0.558304,51
