Tract,Average,nVoxels
AverageFA,0.389619,117138
GCC,0.627273,1834
BCC,0.56366,3173
SCC,0.724511,2311
FX,0.322977,222
CST-R,0.506083,310
CST-L,0.501163,332
ML-R,0.486418,190
ML-L,0.510647,172
ICP-R,0.478355,254
ICP-L,0.466941,239
SCP-R,0.560642,238
SCP-L,0.544251,236
CP-R,0.59705,572
CP-L,0.61817,528
ALIC-R,0.529299,791
ALIC-L,0.536499,719
PLIC-R,0.659365,892
PLIC-L,0.658913,883
RLIC-R,0.553352,770
RLIC-L,0.567265,726
ACR-R,0.455672,1560
ACR-L,0.45723,1569
SCR-R,0.467468,1416
SCR-L,0.485423,1362
PCR-R,0.451385,760
PCR-L,0.461036,677
PTR-R,0.540392,1009
PTR-L,0.525432,978
SS-R,0.508471,646
SS-L,0.497283,648
EC-R,0.425404,1451
EC-L,0.432251,1445
CGC-R,0.537723,287
CGC-L,0.589253,307
CGH-R,0.473297,261
CGH-L,0.397724,263
FX/ST-R,0.455857,310
FX/ST-L,0.45438,396
SLF-R,0.494941,1770
SLF-L,0.488764,1733
SFO-R,0.456662,98
SFO-L,0.459878,95
IFO-R,0.495284,48
IFO-L,0.486084,40
UNC-R,0.501133,74
UNC-L,0.509148,51
