Average
0.389969
0.624054
0.598239
0.709555
0.425007
0.619635
0.621765
0.579109
0.569881
0.472261
0.474042
0.553642
0.550406
0.632468
0.64429
0.49555
0.517674
0.666424
0.669175
0.519687
0.555141
0.419844
0.437427
0.488641
0.486198
0.470443
0.473742
0.525576
0.509047
0.459678
0.485647
0.378078
0.379568
0.527517
0.611536
0.423093
0.439526
0.439917
0.473839
0.498864
0.493854
0.456735
0.465607
0.438476
0.432822
0.487959
0.462716
