Average
0.387599
0.651402
0.613269
0.70957
0.401487
0.537703
0.571405
0.551792
0.568663
0.440941
0.444756
0.573587
0.558036
0.633319
0.654457
0.5243
0.501493
0.663108
0.661862
0.537012
0.556922
0.419043
0.441562
0.453261
0.459808
0.44117
0.440717
0.504035
0.5392
0.488877
0.484165
0.414008
0.396696
0.498174
0.550171
0.44945
0.421742
0.512621
0.521543
0.467169
0.454955
0.498725
0.471565
0.482023
0.444696
0.518567
0.510548
