Tract,Average,nVoxels
AverageFA,0.383667,117130
GCC,0.648775,1834
BCC,0.545409,3173
SCC,0.692404,2311
FX,0.292435,222
CST-R,0.520653,310
CST-L,0.46989,332
ML-R,0.577201,190
ML-L,0.572957,172
ICP-R,0.481908,254
ICP-L,0.415264,239
SCP-R,0.555115,238
SCP-L,0.577289,236
CP-R,0.624889,572
CP-L,0.635875,528
ALIC-R,0.478747,791
ALIC-L,0.51879,719
PLIC-R,0.706199,892
PLIC-L,0.69473,883
RLIC-R,0.532447,770
RLIC-L,0.512587,726
ACR-R,0.4218,1560
ACR-L,0.446427,1569
SCR-R,0.468686,1416
SCR-L,0.473565,1362
PCR-R,0.463718,760
PCR-L,0.465148,677
PTR-R,0.491315,1009
PTR-L,0.508789,978
SS-R,0.461229,646
SS-L,0.492464,648
EC-R,0.394305,1451
EC-L,0.389384,1445
CGC-R,0.454631,287
CGC-L,0.497342,307
CGH-R,0.429421,261
CGH-L,0.520473,263
FX/ST-R,0.438143,310
FX/ST-L,0.490068,396
SLF-R,0.422247,1770
SLF-L,0.468584,1733
SFO-R,0.485888,98
SFO-L,0.47969,95
IFO-R,0.497675,48
IFO-L,0.42829,40
UNC-R,0.560709,74
UNC-L,0.509544,51
