Tract,Average,nVoxels
AverageFA,0.407297,117136
GCC,0.642901,1834
BCC,0.591127,3173
SCC,0.720227,2311
FX,0.484268,222
CST-R,0.632407,310
CST-L,0.643834,332
ML-R,0.555884,190
ML-L,0.563541,172
ICP-R,0.439836,254
ICP-L,0.483113,239
SCP-R,0.568354,238
SCP-L,0.561781,236
CP-R,0.664625,572
CP-L,0.666977,528
ALIC-R,0.52993,791
ALIC-L,0.537865,719
PLIC-R,0.650857,892
PLIC-L,0.646349,883
RLIC-R,0.538443,770
RLIC-L,0.558825,726
ACR-R,0.424771,1560
ACR-L,0.450716,1569
SCR-R,0.495932,1416
SCR-L,0.510709,1362
PCR-R,0.458069,760
PCR-L,0.460788,677
PTR-R,0.534792,1009
PTR-L,0.561526,978
SS-R,0.529385,646
SS-L,0.530255,648
EC-R,0.416703,1451
EC-L,0.429384,1445
CGC-R,0.545429,287
CGC-L,0.548253,307
CGH-R,0.455802,261
CGH-L,0.498158,263
FX/ST-R,0.515863,310
FX/ST-L,0.536577,396
SLF-R,0.481988,1770
SLF-L,0.478001,1733
SFO-R,0.449025,98
SFO-L,0.453632,95
IFO-R,0.491016,48
IFO-L,0.447577,40
UNC-R,0.544208,74
UNC-L,0.462416,51
