Tract,Average,nVoxels
AverageFA,0.399583,117139
GCC,0.676883,1834
BCC,0.626355,3173
SCC,0.727166,2311
FX,0.395305,222
CST-R,0.50238,310
CST-L,0.561957,332
ML-R,0.570715,190
ML-L,0.580423,172
ICP-R,0.465116,254
ICP-L,0.495265,239
SCP-R,0.605323,238
SCP-L,0.587262,236
CP-R,0.645327,572
CP-L,0.634408,528
ALIC-R,0.546411,791
ALIC-L,0.544838,719
PLIC-R,0.630562,892
PLIC-L,0.611272,883
RLIC-R,0.548156,770
RLIC-L,0.523158,726
ACR-R,0.474201,1560
ACR-L,0.453225,1569
SCR-R,0.488014,1416
SCR-L,0.488782,1362
PCR-R,0.4828,760
PCR-L,0.466267,677
PTR-R,0.536615,1009
PTR-L,0.52423,978
SS-R,0.502051,646
SS-L,0.502919,648
EC-R,0.393054,1451
EC-L,0.383105,1445
CGC-R,0.501822,287
CGC-L,0.520559,307
CGH-R,0.424913,261
CGH-L,0.417426,263
FX/ST-R,0.531992,310
FX/ST-L,0.513858,396
SLF-R,0.457989,1770
SLF-L,0.442556,1733
SFO-R,0.498382,98
SFO-L,0.484836,95
IFO-R,0.429432,48
IFO-L,0.423667,40
UNC-R,0.504621,74
UNC-L,0.494782,51
