Tract,Average,nVoxels
AverageFA,0.390169,117126
GCC,0.598972,1834
BCC,0.553679,3173
SCC,0.67119,2311
FX,0.273567,222
CST-R,0.538149,310
CST-L,0.523435,332
ML-R,0.566814,190
ML-L,0.561588,172
ICP-R,0.501631,254
ICP-L,0.509208,239
SCP-R,0.585249,238
SCP-L,0.543615,236
CP-R,0.636192,572
CP-L,0.642489,528
ALIC-R,0.500887,791
ALIC-L,0.516986,719
PLIC-R,0.643494,892
PLIC-L,0.687744,883
RLIC-R,0.585857,770
RLIC-L,0.620699,726
ACR-R,0.410417,1560
ACR-L,0.410042,1569
SCR-R,0.474094,1416
SCR-L,0.496036,1362
PCR-R,0.423276,760
PCR-L,0.448528,677
PTR-R,0.524661,1009
PTR-L,0.555784,978
SS-R,0.514707,646
SS-L,0.53695,648
EC-R,0.419517,1451
EC-L,0.423772,1445
CGC-R,0.498625,287
CGC-L,0.543478,307
CGH-R,0.476133,261
CGH-L,0.548233,263
FX/ST-R,0.476768,310
FX/ST-L,0.512883,396
SLF-R,0.469759,1770
SLF-L,0.490211,1733
SFO-R,0.431012,98
SFO-L,0.41409,95
IFO-R,0.427533,48
IFO-L,0.452565,40
UNC-R,0.447822,74
UNC-L,0.3705,51
