Average
0.403624
0.665225
0.581527
0.747391
0.3797
0.563654
0.584012
0.565065
0.563918
0.428467
0.458143
0.568524
0.585146
0.65075
0.665989
0.526338
0.536945
0.679164
0.667187
0.568967
0.601383
0.468346
0.473565
0.47614
0.487263
0.450519
0.449151
0.54965
0.560878
0.542191
0.543449
0.422413
0.416453
0.525259
0.573118
0.486904
0.461928
0.500844
0.520978
0.471533
0.456354
0.500209
0.485802
0.445385
0.462733
0.535756
0.508778
