Tract,Average,nVoxels
AverageFA,0.395344,117127
GCC,0.66139,1834
BCC,0.63987,3173
SCC,0.725435,2311
FX,0.357343,222
CST-R,0.630096,310
CST-L,0.612202,332
ML-R,0.572043,190
ML-L,0.56547,172
ICP-R,0.45472,254
ICP-L,0.467295,239
SCP-R,0.559938,238
SCP-L,0.552738,236
CP-R,0.633568,572
CP-L,0.631005,528
ALIC-R,0.490389,791
ALIC-L,0.515679,719
PLIC-R,0.67588,892
PLIC-L,0.67919,883
RLIC-R,0.515005,770
RLIC-L,0.530386,726
ACR-R,0.394583,1560
ACR-L,0.402617,1569
SCR-R,0.44337,1416
SCR-L,0.461491,1362
PCR-R,0.439112,760
PCR-L,0.432583,677
PTR-R,0.500447,1009
PTR-L,0.531589,978
SS-R,0.479283,646
SS-L,0.470489,648
EC-R,0.404527,1451
EC-L,0.394242,1445
CGC-R,0.462008,287
CGC-L,0.500296,307
CGH-R,0.483396,261
CGH-L,0.412141,263
FX/ST-R,0.46,310
FX/ST-L,0.465128,396
SLF-R,0.431957,1770
SLF-L,0.449501,1733
SFO-R,0.442054,98
SFO-L,0.441553,95
IFO-R,0.583261,48
IFO-L,0.518026,40
UNC-R,0.491001,74
UNC-L,0.488222,51
