Tract,Average,nVoxels
AverageFA,0.402625,117135
GCC,0.651764,1834
BCC,0.582449,3173
SCC,0.705807,2311
FX,0.368507,222
CST-R,0.559876,310
CST-L,0.56372,332
ML-R,0.561384,190
ML-L,0.559788,172
ICP-R,0.468491,254
ICP-L,0.469936,239
SCP-R,0.610756,238
SCP-L,0.585632,236
CP-R,0.698622,572
CP-L,0.690213,528
ALIC-R,0.562384,791
ALIC-L,0.556309,719
PLIC-R,0.696868,892
PLIC-L,0.692774,883
RLIC-R,0.551571,770
RLIC-L,0.580155,726
ACR-R,0.44261,1560
ACR-L,0.448734,1569
SCR-R,0.457456,1416
SCR-L,0.494208,1362
PCR-R,0.455366,760
PCR-L,0.461479,677
PTR-R,0.550898,1009
PTR-L,0.548009,978
SS-R,0.52069,646
SS-L,0.507053,648
EC-R,0.391955,1451
EC-L,0.403545,1445
CGC-R,0.476891,287
CGC-L,0.528147,307
CGH-R,0.402707,261
CGH-L,0.426377,263
FX/ST-R,0.53075,310
FX/ST-L,0.502082,396
SLF-R,0.457216,1770
SLF-L,0.48946,1733
SFO-R,0.475045,98
SFO-L,0.505914,95
IFO-R,0.439481,48
IFO-L,0.42285,40
UNC-R,0.491286,74
UNC-L,0.439705,51
