Tract,Average,nVoxels
AverageFA,0.380465,117134
GCC,0.608263,1834
BCC,0.563048,3173
SCC,0.676741,2311
FX,0.35428,222
CST-R,0.527201,310
CST-L,0.509165,332
ML-R,0.515712,190
ML-L,0.536045,172
ICP-R,0.449664,254
ICP-L,0.442559,239
SCP-R,0.512269,238
SCP-L,0.550989,236
CP-R,0.640388,572
CP-L,0.626322,528
ALIC-R,0.545633,791
ALIC-L,0.524054,719
PLIC-R,0.649088,892
PLIC-L,0.631438,883
RLIC-R,0.528841,770
RLIC-L,0.533667,726
ACR-R,0.401583,1560
ACR-L,0.384264,1569
SCR-R,0.456335,1416
SCR-L,0.449337,1362
PCR-R,0.478819,760
PCR-L,0.450029,677
PTR-R,0.531205,1009
PTR-L,0.489475,978
SS-R,0.483786,646
SS-L,0.482884,648
EC-R,0.406145,1451
EC-L,0.385802,1445
CGC-R,0.473863,287
CGC-L,0.518457,307
CGH-R,0.513087,261
CGH-L,0.437337,263
FX/ST-R,0.504386,310
FX/ST-L,0.464306,396
SLF-R,0.431172,1770
SLF-L,0.417624,1733
SFO-R,0.48267,98
SFO-L,0.447045,95
IFO-R,0.501076,48
IFO-L,0.428119,40
UNC-R,0.524058,74
UNC-L,0.440793,51
