Tract,Average,nVoxels
AverageFA,0.399829,117139
GCC,0.666759,1834
BCC,0.633211,3173
SCC,0.70782,2311
FX,0.391206,222
CST-R,0.550312,310
CST-L,0.544521,332
ML-R,0.577206,190
ML-L,0.575956,172
ICP-R,0.460974,254
ICP-L,0.452484,239
SCP-R,0.600387,238
SCP-L,0.621449,236
CP-R,0.670023,572
CP-L,0.672344,528
ALIC-R,0.54277,791
ALIC-L,0.547043,719
PLIC-R,0.67221,892
PLIC-L,0.693961,883
RLIC-R,0.487536,770
RLIC-L,0.505546,726
ACR-R,0.448517,1560
ACR-L,0.46959,1569
SCR-R,0.50315,1416
SCR-L,0.502614,1362
PCR-R,0.49049,760
PCR-L,0.474626,677
PTR-R,0.522302,1009
PTR-L,0.533669,978
SS-R,0.455471,646
SS-L,0.477232,648
EC-R,0.385446,1451
EC-L,0.374073,1445
CGC-R,0.526618,287
CGC-L,0.530831,307
CGH-R,0.417827,261
CGH-L,0.440743,263
FX/ST-R,0.479825,310
FX/ST-L,0.506782,396
SLF-R,0.44495,1770
SLF-L,0.441676,1733
SFO-R,0.4933,98
SFO-L,0.453701,95
IFO-R,0.423532,48
IFO-L,0.394175,40
UNC-R,0.571819,74
UNC-L,0.523753,51
