Tract,Average,nVoxels
AverageFA,0.372416,117131
GCC,0.632537,1834
BCC,0.587284,3173
SCC,0.619783,2311
FX,0.332384,222
CST-R,0.529274,310
CST-L,0.527859,332
ML-R,0.569389,190
ML-L,0.569108,172
ICP-R,0.455605,254
ICP-L,0.445093,239
SCP-R,0.575337,238
SCP-L,0.560424,236
CP-R,0.629149,572
CP-L,0.62144,528
ALIC-R,0.545076,791
ALIC-L,0.516542,719
PLIC-R,0.626487,892
PLIC-L,0.601059,883
RLIC-R,0.52943,770
RLIC-L,0.527528,726
ACR-R,0.418427,1560
ACR-L,0.422257,1569
SCR-R,0.423415,1416
SCR-L,0.435614,1362
PCR-R,0.395172,760
PCR-L,0.374984,677
PTR-R,0.423672,1009
PTR-L,0.443341,978
SS-R,0.444454,646
SS-L,0.45067,648
EC-R,0.398934,1451
EC-L,0.38427,1445
CGC-R,0.526303,287
CGC-L,0.501849,307
CGH-R,0.421819,261
CGH-L,0.418624,263
FX/ST-R,0.487601,310
FX/ST-L,0.506632,396
SLF-R,0.394785,1770
SLF-L,0.423357,1733
SFO-R,0.454476,98
SFO-L,0.397285,95
IFO-R,0.486707,48
IFO-L,0.431396,40
UNC-R,0.362242,74
UNC-L,0.411237,51
