Average
0.358468
0.575764
0.473326
0.572902
0.232338
0.544835
0.605492
0.594329
0.598838
0.447548
0.500689
0.550093
0.546309
0.619463
0.614684
0.520887
0.523392
0.682403
0.69709
0.552691
0.545544
0.368367
0.36466
0.510009
0.530384
0.429358
0.438851
0.469518
0.506683
0.437186
0.452987
0.378148
0.363466
0.417551
0.459958
0.380208
0.449429
0.42252
0.430048
0.419505
0.42665
0.497559
0.514189
0.457105
0.432872
0.412513
0.504683
