Average
0.374791
0.628216
0.54188
0.685339
0.26286
0.494612
0.486169
0.573605
0.564987
0.4484
0.445765
0.579731
0.566541
0.604646
0.596171
0.534249
0.548398
0.651296
0.641081
0.524169
0.4797
0.430955
0.426296
0.460488
0.449302
0.416876
0.405743
0.507601
0.483585
0.471889
0.472705
0.399224
0.405354
0.437556
0.49003
0.380757
0.422997
0.477069
0.499743
0.403285
0.435169
0.463198
0.418687
0.462803
0.435653
0.488874
0.499933
