Tract,Average,nVoxels
AverageFA,0.359567,117139
GCC,0.618922,1834
BCC,0.552184,3173
SCC,0.669308,2311
FX,0.356238,222
CST-R,0.492614,310
CST-L,0.544375,332
ML-R,0.528731,190
ML-L,0.523665,172
ICP-R,0.449599,254
ICP-L,0.44618,239
SCP-R,0.517485,238
SCP-L,0.519593,236
CP-R,0.626961,572
CP-L,0.673063,528
ALIC-R,0.514062,791
ALIC-L,0.52092,719
PLIC-R,0.593186,892
PLIC-L,0.612028,883
RLIC-R,0.498237,770
RLIC-L,0.492062,726
ACR-R,0.414564,1560
ACR-L,0.383101,1569
SCR-R,0.423672,1416
SCR-L,0.448834,1362
PCR-R,0.428226,760
PCR-L,0.426577,677
PTR-R,0.446346,1009
PTR-L,0.459676,978
SS-R,0.423654,646
SS-L,0.442164,648
EC-R,0.356951,1451
EC-L,0.37154,1445
CGC-R,0.44777,287
CGC-L,0.49073,307
CGH-R,0.407086,261
CGH-L,0.462004,263
FX/ST-R,0.433383,310
FX/ST-L,0.441373,396
SLF-R,0.419792,1770
SLF-L,0.427114,1733
SFO-R,0.406196,98
SFO-L,0.400251,95
IFO-R,0.403151,48
IFO-L,0.45618,40
UNC-R,0.438978,74
UNC-L,0.477897,51
