Tract,Average,nVoxels
AverageFA,0.391515,117136
GCC,0.643683,1834
BCC,0.588441,3173
SCC,0.68532,2311
FX,0.451054,222
CST-R,0.537041,310
CST-L,0.548899,332
ML-R,0.556593,190
ML-L,0.573097,172
ICP-R,0.492472,254
ICP-L,0.487599,239
SCP-R,0.565147,238
SCP-L,0.529878,236
CP-R,0.628607,572
CP-L,0.596572,528
ALIC-R,0.590295,791
ALIC-L,0.555383,719
PLIC-R,0.633195,892
PLIC-L,0.604711,883
RLIC-R,0.549709,770
RLIC-L,0.515844,726
ACR-R,0.477676,1560
ACR-L,0.493163,1569
SCR-R,0.432761,1416
SCR-L,0.438476,1362
PCR-R,0.458072,760
PCR-L,0.435116,677
PTR-R,0.525736,1009
PTR-L,0.518302,978
SS-R,0.472708,646
SS-L,0.504847,648
EC-R,0.414405,1451
EC-L,0.444776,1445
CGC-R,0.479383,287
CGC-L,0.502888,307
CGH-R,0.447391,261
CGH-L,0.5154,263
FX/ST-R,0.500934,310
FX/ST-L,0.521801,396
SLF-R,0.449264,1770
SLF-L,0.458622,1733
SFO-R,0.435125,98
SFO-L,0.44856,95
IFO-R,0.435669,48
IFO-L,0.474477,40
UNC-R,0.518986,74
UNC-L,0.482541,51
