Average
0.42586
0.694711
0.647587
0.747491
0.428907
0.576137
0.62052
0.545279
0.572547
0.490854
0.480806
0.572285
0.598813
0.667898
0.700612
0.553619
0.557036
0.673708
0.695509
0.580357
0.581649
0.481105
0.479719
0.51261
0.550345
0.52337
0.5082
0.58468
0.586051
0.51799
0.518771
0.429663
0.443582
0.516555
0.57726
0.471624
0.449263
0.484968
0.525701
0.51176
0.491609
0.478838
0.486201
0.511427
0.446141
0.534028
0.550115
