Tract,Average,nVoxels
AverageFA,0.369786,116984
GCC,0.58869,1834
BCC,0.469801,3173
SCC,0.640848,2311
FX,0.242871,222
CST-R,0.498362,310
CST-L,0.469348,332
ML-R,0.551808,190
ML-L,0.565516,172
ICP-R,0.476974,254
ICP-L,0.462998,239
SCP-R,0.537021,238
SCP-L,0.528153,236
CP-R,0.575338,572
CP-L,0.637072,528
ALIC-R,0.54969,791
ALIC-L,0.56796,719
PLIC-R,0.626294,892
PLIC-L,0.692164,883
RLIC-R,0.531579,770
RLIC-L,0.559684,726
ACR-R,0.441439,1560
ACR-L,0.423617,1569
SCR-R,0.465966,1416
SCR-L,0.479838,1362
PCR-R,0.385727,760
PCR-L,0.405582,677
PTR-R,0.409162,1009
PTR-L,0.430016,978
SS-R,0.427278,646
SS-L,0.457806,648
EC-R,0.405126,1451
EC-L,0.402717,1445
CGC-R,0.436207,287
CGC-L,0.452134,307
CGH-R,0.401943,261
CGH-L,0.459856,263
FX/ST-R,0.423875,310
FX/ST-L,0.487149,396
SLF-R,0.4268,1770
SLF-L,0.436875,1733
SFO-R,0.388972,98
SFO-L,0.403658,95
IFO-R,0.449086,48
IFO-L,0.379746,40
UNC-R,0.364104,74
UNC-L,0.414301,51
