Tract,Average,nVoxels
AverageFA,0.329948,117123
GCC,0.499547,1834
BCC,0.441539,3173
SCC,0.472287,2311
FX,0.175194,222
CST-R,0.473262,310
CST-L,0.477255,332
ML-R,0.484102,190
ML-L,0.485856,172
ICP-R,0.359963,254
ICP-L,0.360887,239
SCP-R,0.52214,238
SCP-L,0.535672,236
CP-R,0.592822,572
CP-L,0.586132,528
ALIC-R,0.519203,791
ALIC-L,0.500609,719
PLIC-R,0.636761,892
PLIC-L,0.616471,883
RLIC-R,0.510871,770
RLIC-L,0.509673,726
ACR-R,0.38795,1560
ACR-L,0.38423,1569
SCR-R,0.543558,1416
SCR-L,0.556081,1362
PCR-R,0.466011,760
PCR-L,0.48237,677
PTR-R,0.439635,1009
PTR-L,0.450476,978
SS-R,0.453673,646
SS-L,0.436737,648
EC-R,0.384828,1451
EC-L,0.356512,1445
CGC-R,0.40041,287
CGC-L,0.422794,307
CGH-R,0.366012,261
CGH-L,0.335775,263
FX/ST-R,0.383856,310
FX/ST-L,0.390202,396
SLF-R,0.409461,1770
SLF-L,0.410085,1733
SFO-R,0.622774,98
SFO-L,0.517378,95
IFO-R,0.460525,48
IFO-L,0.400887,40
UNC-R,0.432821,74
UNC-L,0.429867,51
